timestamp,ltp,prev_day_close,change,change_perc
2024-12-29 22:54:45,10.45,10.45,0.0,0.0
2024-12-29 23:00:51,10.45,10.45,0.0,0.0
2024-12-30 00:12:51,10.45,10.45,0.0,0.0
2024-12-30 00:16:00,10.45,10.45,0.0,0.0
2024-12-30 00:19:24,10.45,10.45,0.0,0.0
2024-12-30 00:22:27,10.45,10.45,0.0,0.0
2024-12-30 00:31:51,10.45,10.45,0.0,0.0
2024-12-30 00:37:29,10.45,10.45,0.0,0.0
2024-12-30 00:51:05,10.45,10.45,0.0,0.0
2024-12-30 01:22:13,10.45,10.45,0.0,0.0
2024-12-30 01:23:14,10.45,10.45,0.0,0.0
