timestamp,ltp,prev_day_close,change,change_perc
2024-12-29 22:54:45,2713.25,2713.25,0.0,0.0
2024-12-29 23:00:52,2713.25,2713.25,0.0,0.0
2024-12-30 00:12:52,2713.25,2713.25,0.0,0.0
2024-12-30 00:16:01,2713.25,2713.25,0.0,0.0
2024-12-30 00:19:25,2713.25,2713.25,0.0,0.0
2024-12-30 00:22:29,2713.25,2713.25,0.0,0.0
2024-12-30 00:31:53,2713.25,2713.25,0.0,0.0
2024-12-30 00:37:30,2713.25,2713.25,0.0,0.0
2024-12-30 00:51:06,2713.25,2713.25,0.0,0.0
2024-12-30 01:22:17,2713.25,2713.25,0.0,0.0
2024-12-30 01:23:17,2713.25,2713.25,0.0,0.0
