timestamp,ltp,prev_day_close,change,change_perc
2024-12-29 22:54:45,3.0,3.0,0.0,0.0
2024-12-29 23:00:49,3.0,3.0,0.0,0.0
2024-12-30 00:12:50,3.0,3.0,0.0,0.0
2024-12-30 00:15:58,3.0,3.0,0.0,0.0
2024-12-30 00:19:22,3.0,3.0,0.0,0.0
2024-12-30 00:22:22,3.0,3.0,0.0,0.0
2024-12-30 00:31:49,3.0,3.0,0.0,0.0
2024-12-30 00:37:27,3.0,3.0,0.0,0.0
2024-12-30 00:51:02,3.0,3.0,0.0,0.0
2024-12-30 01:22:09,3.0,3.0,0.0,0.0
2024-12-30 01:23:11,3.0,3.0,0.0,0.0
